,id,created_at,author_id,text,name,username,location
25,1.32217E+18,2022-03-02T11:07:52.000Z,1.32217E+18,"@VodafoneUK Went for a walk yesterday, now that the weather is a bit more mild. It’s definitely my fav time of year - flowers starting to bloom, not too hot or too cold, days getting longer ♥️ if I could permanently live in springtime I would #VodafoneTreats https://t.co/tZLE07iimQ",Chris,Scarymonster912,
26,20184145,2022-03-02T10:40:38.000Z,20184145,"@VodafoneUK This was April 2020, and we were stranded on the Gold Coast, Queensland. 

My brother knew I was stressing about getting home, so to stop our minds wandering, he put me to work in his garden, doing jobs.

It worked 🙂 https://t.co/U9gA0l1oZW",⭐⭐⭐Rusty⭐⭐⭐1️⃣9️⃣* - Still Wearing a Mask and Soci,Rusty5010,Knowsley
27,8.34396E+17,2022-03-02T10:38:19.000Z,8.34396E+17,@VodafoneUK #vodaphonetreats Love sharing fun-times in the city with friends - knowing there’s always more to enjoy! 🌟 https://t.co/OHbdq9Taum,Moondill,moondill7,"South East, England"
28,7.1194E+17,2022-03-02T10:36:04.000Z,7.1194E+17,@VodafoneUK hi what's happened to the 5G signal in Swansea? There used to be 5G and now there isn't.,David,Davetails,"Port Talbot, Wales"
29,2292566773,2022-03-02T10:25:14.000Z,2292566773,@GadgetsBoy @VodafoneUK You can’t park there!,Gadgetsjon,JonDevo,"London, England"
30,20998792,2022-03-02T10:24:49.000Z,20998792,@VodafoneUK Have been on hold with your team for over an hour now. This is ridiculous. Someone was meant to call me back too.,San G,simacca,UK/ITALY
31,163061010,2022-03-02T10:01:12.000Z,163061010,@VodafoneUK Parks are quieter makes life a bit easier with autism #VodafoneTreats https://t.co/Pl50D3M0dg,dean boyle,operationboyler,North east uk
32,1.49324E+18,2022-03-02T09:40:14.000Z,1.49324E+18,"@VodafoneUK Ericsson w55oi

Ericsson w55oi

Worms 

Snowboarding",agnus,bookaddictz99,
33,466341559,2022-03-02T09:05:15.000Z,466341559,"@DrVickyHarris Hi Vicky, thanks for reaching out. Please contact @VodafoneUK who will be able to assist you.",Vodafone Group,VodafoneGroup,"London, UK"
34,1.232E+18,2022-03-02T08:47:10.000Z,1.232E+18,"@VodafoneUK #VodafoneTreats 🎁 Spring walk to dust the cobwebs off with my son, walking round Teggs Nose in Macclesfield https://t.co/FmImIwt0aQ",Pamby,dancer2712,Manchester UK
35,397093209,2022-03-02T08:41:06.000Z,397093209,@VodafoneUK Visiting Brighton and the upside down house. The weather wasn't very spring like 🥶...but this certainly put a spring in our step. 🥴😲🙃🙂. #VodafoneTreats https://t.co/CvzU4Jl9oT,Aisha Thomas,itsaishathomas,"South West, England"
36,2172691,2022-03-02T08:00:43.000Z,2172691,@GadgetsBoy @VodafoneUK c r i s p,James Whatley,Whatleydude,London
37,141321717,2022-03-02T07:52:21.000Z,141321717,@VodafoneUK It puts a spring in my step knowing that I have family who are supporting me through my journey https://t.co/yutpzgY1EW,Sandy Ralph 💙,moonlightlady2,"Bexhill, England."
38,141321717,2022-03-02T07:48:47.000Z,141321717,@VodafoneUK #Love is sticking to your wedding vows “Till death do us part” https://t.co/9dO7yB09Y4,Sandy Ralph 💙,moonlightlady2,"Bexhill, England."
39,262676022,2022-03-02T07:40:57.000Z,262676022,Here for the Cupra snow experience 📸 S22 Ultra @VodafoneUK https://t.co/4Cb4xKfTPR,Tomi,GadgetsBoy,"Worldwide, currently in London"
40,419856026,2022-03-02T06:55:55.000Z,419856026,"@VodafoneUK My first phone was the Sony CMR111
My favourite phone is my Samsung s21 ultra
My favourite game had to be snake",Dave Chalk,dave_chalk,"Hawarden, Wales"
41,1.21662E+18,2022-03-02T06:25:23.000Z,1.21662E+18,"@beyond_ideology Ein letzter Anruf &amp; die Antwort bei der britischen @VodafoneUK, meine #VodafoneTriplePlay™ Verträge erneut nicht @Creditreform &amp; Freigabe eSIM’s, würden mich final töten, (Heart attack). Weswegen ich es nicht tun werde. *m.",Mei:kl🧜🏾 Майкл Michael I. H. Wagner,MichaelIHWagner,Tokio/Berlin/LA
42,21266592,2022-03-02T00:06:34.000Z,21266592,@SjBarrister @VodafoneUK Right? I reset my router too thinking it was just me lol pain in the ass.,Tacos,Tacos2sc,
43,19483637,2022-03-01T23:56:32.000Z,19483637,@VodafoneUK My little girl Aria seeing daffodils for the first time..  #VodafoneTreats https://t.co/6e9AqDBBsp,Catherine Thomas,highlandgirl,"Scotland, United Kingdom"
44,9.29031E+17,2022-03-01T23:35:44.000Z,9.29031E+17,@VodafoneUK I went to London at the weekend and visited some parks it was a beautiful day with lots of flowers and birds it really felt like spring and lifted my mood ☀️ #VodafoneTreats https://t.co/AX0ErIhagj,Amber Baxter,MaximumEffort74,"Nottingham, England"
45,20170689,2022-03-01T23:21:18.000Z,20170689,@VodafoneUK Can you tell me why these are exactly the same for new and existing customers... so much for loyalty. Also the same airtime plan is £17 on an s21... #somethingfishy https://t.co/benHUY19sA,Lauren Holmes,Lozabel,"Boroughbridge, England"
46,3225483490,2022-03-01T23:17:09.000Z,3225483490,"@SjBarrister @VodafoneUK They don't even put the issues on their 'live' status checker. No wonder they have been voted the worst mobile provider, every year, the past decade or so. And don't get me onto their crap signal and severe lack of customer service.",ed francis,pompeyhedge,"Nork Rise, UK"
47,273134199,2022-03-01T23:13:50.000Z,273134199,@VodafoneUK #VodafoneTreats https://t.co/XakxvGLfML,Zoey Deacon,Zoey_d1,leicester
48,370443200,2022-03-01T23:10:01.000Z,370443200,"Frustrated people #onholdwith @vodafoneuk: @smizer82,  and 4 others. More: https://t.co/7Tpb25FioP #custserv",#OnHoldWith,onholdwith,Toronto
49,96647460,2022-03-01T23:07:07.000Z,96647460,@vodafoneuknews @VodafoneUK @SamsungMobile @vodafone @O2 @Ofcom No real option but to send phone to an official @SamsungMobile repair centre to be unlocked at his own cost. All because @VodafoneUK are useless or purposely refuse to provide MKC codes for Samsung handsets.,Stuart Sharp,SharpStu,"Exeter, Devon, UK"
50,96647460,2022-03-01T23:02:07.000Z,96647460,@vodafoneuknews Shame @VodafoneUK cannot sort out the MCK code for my sons @SamsungMobile phone. It’s been a month since he left @vodafone for @O2 yet @vodafone have not unlocked the handset. Absolute joke of a business and blaming all others. @Ofcom,Stuart Sharp,SharpStu,"Exeter, Devon, UK"
51,21266592,2022-03-01T22:53:14.000Z,21266592,"@VodafoneUK my home broadband has been down for a couple hours now, what's going on?",Tacos,Tacos2sc,
52,8.0588E+17,2022-03-01T22:43:00.000Z,8.0588E+17,@VodafoneUK Would it be an English Spring without a little rain? It might have been a wet adventure to the capital but it allowed for some amazing photography moments ❤️ #VodafoneTreats https://t.co/o16WDYasp9,Gav,gavg82,"Stoke-on-Trent, England"
53,21266592,2022-03-01T22:34:51.000Z,21266592,"@SjBarrister @VodafoneUK Is your broadband down too, driving me nuts, mines been on and off all day.",Tacos,Tacos2sc,
54,21266592,2022-03-01T22:33:27.000Z,21266592,"@VodafoneUK Landline Broadband has been down for over an hour now and been up and down all day, is this just me or is it an ongoing issue right now?",Tacos,Tacos2sc,
55,3783514755,2022-03-01T22:33:01.000Z,3783514755,@VodafoneUK Met this horse on my spring 4hour hike! It gave me a spring in my step to keep going! 🐴 #VodafoneTreats,Daisy Watkins 🤍,daiswatkins,"Bristol, UK"
56,2210898709,2022-03-01T22:22:39.000Z,2210898709,@VodafoneUK #VodafoneTreats,Susan Jane Gray,suzywoo321,
57,116451098,2022-03-01T22:21:25.000Z,116451098,"@VodafoneUK #VodafoneTreats We went to Bath , such a beautiful city it really gave us a good feeling x https://t.co/Tqkyz8sq1x",Greg Spencer,greigo_uk,"Leicester, England"
58,58914722,2022-03-01T22:09:51.000Z,58914722,"@VodafoneUK A bracing walk on the beach at Southend on Sea, Britain’s newest city! #SouthendCity https://t.co/0DVGOPbrWh",Maxine Trick Jones,MaxineTJones,"Chelmsford, Essex"
59,198114338,2022-03-01T21:57:20.000Z,198114338,@VodafoneUK my relatives have been without Broadband for over 10 days now. What can be done about this? Your customer service is terrible and the issue needs to be fixed by BT.,Max Thomas,Maximusthomas,Devon
60,1.48441E+18,2022-03-01T21:51:48.000Z,1.48441E+18,"@VodafoneUK need help with my account, sent a dm",michael,mdxherty29,manchester
61,891710899,2022-03-01T21:43:51.000Z,891710899,@VodafoneUK #VodafoneTreats cycling has put a spring in my step! The gorgeous sunshine at the weekend made me feel so happy ☀️ https://t.co/f0m4VSHOpW,Tamsin🌸,tamsinpritchard,"Bristol, England"
62,246430346,2022-03-01T21:30:30.000Z,246430346,"@VodafoneUK #VodafoneTreats  we been on our family adventures to the ew forest spring is my favourite season where everything comes to life , just love seeing these horses, donkeys and cows roam free https://t.co/QC5ixuhTYP",🌺🌻Tina Deacon🌻🌺,tdeacon23,kent England
63,1.10653E+18,2022-03-01T21:29:38.000Z,1.10653E+18,@VodafoneUK Spring in Buckinghamshire… You cannot go wrong with some sunshine ☀️ and daffodils 🌼! #VodaphoneTreats https://t.co/ZZJ3l3fUI6,Charlotte Marsh 💙,CharlottePMarsh,"London, England"
64,15364179,2022-03-01T21:17:12.000Z,15364179,@Stephen_B_A @VodafoneUK @OpenreachHelp Really high ping,virtualaj,virtualaj,UK
65,625869214,2022-03-01T21:15:35.000Z,625869214,@LouHammy89 @VodafoneUK Did they resolve this?,LokiiFPS,LokiiFPS,"England, United Kingdom"
66,142358555,2022-03-01T21:14:47.000Z,142358555,"@VodafoneUK #VodafoneTreats we went on a road trip to Wales and went exploring up the hills , it made us feel amazing being in the countryside the views were amazing https://t.co/6ghmmo6Ol1",LydiaGough 💗,lydfp_bobbysmum,West midlands UK
67,20391803,2022-03-01T21:14:39.000Z,20391803,@VodafoneUK Beautiful delicate #Spring #Blossom a journey from the depths of winter to brave little blooms… https://t.co/hsfHQj09VC,Mark Timmins,marktimmins,"Galashiels, Scottish Borders"
68,2344683315,2022-03-01T21:13:02.000Z,2344683315,"@VodafoneUK We went for a walk in our local country park. The sunshine, views for miles and the beautiful countryside just make us excited for spring! #VodafoneTreats https://t.co/TphQxsbXr3",Lace and Love shoes,Laceandloveshoe,UK
69,529836720,2022-03-01T21:08:01.000Z,529836720,@VodafoneUK franky and kodi catching the 🌞 on the first day of march https://t.co/2eEvgMNR2B,John Carney,john__carney,N Ireland
70,625869214,2022-03-01T21:07:13.000Z,625869214,"@VodafoneUK Is there an outage if internet(Landline) been off for about 45 mins reset router and multiple restarts on router, tried to call to get assistance but no one is there????",LokiiFPS,LokiiFPS,"England, United Kingdom"
71,3225483490,2022-03-01T21:05:27.000Z,3225483490,@cactommo @VodafoneUK Got exactly the same problem. This past year the signal has become a complete joke.,ed francis,pompeyhedge,"Nork Rise, UK"
72,175745994,2022-03-01T21:05:01.000Z,175745994,@VodafoneUK Spring walks with my pooch. Love watching her run wild. She kept leaping over this verge making me laugh https://t.co/YUE5Az9VFU,Pedder,Just_Pedder,"Runcorn, England"
73,625869214,2022-03-01T21:04:09.000Z,625869214,@VodafoneUK @Lilieoj My Broadband is also out now I’m based in Essex,LokiiFPS,LokiiFPS,"England, United Kingdom"
74,1139074566,2022-03-01T20:53:30.000Z,1139074566,"@VodafoneUK A beautiful walk up our country parks, knowing there will soon be lambs jumping around and daffodils blooming, perfect 🥰 #VodafoneTreats https://t.co/HyEFlUkmHz",Lindsey,Lindsey855,"Scotland, United Kingdom"
75,70453172,2022-03-01T20:49:17.000Z,70453172,"@GlamandGeeky @VodafoneUK Yours looks fancier than mine was, look at that curve! This has honestly bugged me for years that I could never find out what phone it was! Mystery solved!",Victoria,Vickydoo,"Scotland, United Kingdom"
76,395801084,2022-03-01T20:45:04.000Z,395801084,"@Vickydoo @VodafoneUK I did wonder if you was talking about the same phone as mine - but I knew mine came as blue or gold, not blue or pink like yours did!",🍒 🎮 Nikki 🎮 🍒 🔜 Pom² #KupoCon,GlamandGeeky,"South East, England"
77,70453172,2022-03-01T20:42:17.000Z,70453172,"@GlamandGeeky @VodafoneUK OMG thank you! For years I've wondered what my first phone was. I knew it was a Vodafone, so I've just looked up the Vodafone Maxon. Mine was the Maxon MX-6869 in pale blue! https://t.co/grD7b5OCDC",Victoria,Vickydoo,"Scotland, United Kingdom"
78,395801084,2022-03-01T20:32:12.000Z,395801084,"@VodafoneUK A Vodafone Maxon MN1 in blue on Pay as you talk!
Poco F1 Pro 
Snake
Rupauls Drag Race Superstar 
#VodafoneTreats https://t.co/vg8JHTqhYq",🍒 🎮 Nikki 🎮 🍒 🔜 Pom² #KupoCon,GlamandGeeky,"South East, England"
79,150788276,2022-03-01T20:28:23.000Z,150788276,@VodafoneUK Just the joy that playing football in the forest brings my little boy! Absolute heaven!!! https://t.co/4J0ZR9kxKn,Mat Boult,mr_boult,"Exeter, England"
80,468365378,2022-03-01T20:20:23.000Z,468365378,@markjleitch @VodafoneUK The first signs of spring are when you hear the cuckoo..🌼,Alyson Leitch,Geordiesbird,Woking Surrey
81,1089101977,2022-03-01T20:13:25.000Z,1089101977,@starshineforme @VodafoneUK Thank you! Xx,ailsa sheldon,laralalibela,
82,28322907,2022-03-01T20:12:10.000Z,28322907,@VodafoneUK @laralalibela Wow congratulations Ailsa xx,✨💫 Emma Gough ✨💫,starshineforme,"Hereford, England"
83,25468909,2022-03-01T20:11:33.000Z,25468909,@VodafoneUK 45 minutes in a queue waiting for Vodafone to answer!!,Make Each Day Count!,onewishfortoday,"Manchester, England"
84,1089101977,2022-03-01T20:10:10.000Z,1089101977,@VodafoneUK Thank you 💘💘,ailsa sheldon,laralalibela,
85,8.82465E+17,2022-03-01T19:58:41.000Z,8.82465E+17,@VodafoneUK #VodafoneTreats  gorgeous Spring day for exploring https://t.co/1JbUewHaX5,jackie graham,Bobblebaggins,Yorkshire and The Humber
86,468365378,2022-03-01T19:56:14.000Z,468365378,@VodafoneUK #VodafoneTreats so we can all go and feed the baby goats at the farm.. hurry up spring..🐐🐏🌻🌼 https://t.co/p2XLc8Y1wX,Alyson Leitch,Geordiesbird,Woking Surrey
87,73458759,2022-03-01T19:53:19.000Z,73458759,@VodafoneUK #VodafoneTreats going to @CrealyResort for the day and as you can see kids being kids and having the time of their lives with not a worry in sight and as a parent taking enjoyment of seeing them in a happy place :) https://t.co/aPGfT5kkvj,stephen hood,superstevehood,"Street, England"
88,1.39204E+18,2022-03-01T19:35:00.000Z,1.39204E+18,place to be... @bannockburnrfc @GoodBadRugby @VodafoneUK https://t.co/mU76L8tJrM,THE RUGBY WINE CLUB 🏉🍷,TRWCwine,"England, United Kingdom"
89,1.11897E+18,2022-03-01T19:17:11.000Z,1.11897E+18,@VodafoneUK Taking our new puppy #Wanda on her first walk/outing to get used to noises. #VodafoneTreats 📱 https://t.co/PnwYaCtBbo,UFCJayDog,JayDogUFC,United Kingdom
90,468365378,2022-03-01T19:16:45.000Z,468365378,@markjleitch @VodafoneUK #VodafoneTreats Colin the cuckoo…won’t be long now..☀️,Alyson Leitch,Geordiesbird,Woking Surrey
91,569390566,2022-03-01T19:08:08.000Z,569390566,@VodafoneUK Walking through the woods on a spring day with my boy https://t.co/rWdjWcgw7h,Paul Whitmore,pswhitmore,
92,464727117,2022-03-01T19:02:58.000Z,464727117,"@O2 @VodafoneUK @virginmedia @SMARTYMobileUK @giffgaf @EE

Looking to get a new contract with a #Decent company can any of you help? #BoycottThree",Biano,Biano1984,Glasgow
93,11231372,2022-03-01T18:52:58.000Z,11231372,"@VodafoneUK 43-minutes on hold now, call that customer service?!",Jeremy Baker,jbee68,London borders
94,3332526250,2022-03-01T18:47:55.000Z,3332526250,@VodafoneUK A spring adventure I’ve been on was a short trip to Iceland 🇮🇸 #VodafoneTreats it puts a spring in my step because we can travel again ✈️💕 https://t.co/DwjzXdSNsD,🌸Alina Pereira🌈,allyrealm,"📍London, England"
95,2742681519,2022-03-01T18:40:06.000Z,2742681519,@VodafoneUK #VodafoneTreats feeding the parakeets in the park it's free an magical https://t.co/iZzxb627Wr,sammysjb24,sammysjb2,"London, England"
96,1243731282,2022-03-01T18:36:24.000Z,1243731282,@AhmedShelbaya @VodafoneUK Great job,Polly Klidaras,pklidaras,England
97,11231372,2022-03-01T18:32:20.000Z,11231372,@VodafoneUK 22-mins and still holding to speak to a manager in your Complaints team - you couldn't make it up or any worse for a family member trying to resolve the death of their mum. @BBCWatchdog  is this worth looking into?,Jeremy Baker,jbee68,London borders
98,1243731282,2022-03-01T18:31:10.000Z,1243731282,@VodafoneUK I'm on one now on the Isle of Wight! Here's a pic of my two boys enjoying paradise today 😁🍹🏖🏝 #VodafoneTreats https://t.co/VjaAnjXiET,Polly Klidaras,pklidaras,England
99,1.01733E+18,2022-03-01T18:29:16.000Z,1.01733E+18,@VodafoneUK #VodafoneTreats  little bo peep  ..always makes me smile ❤❤❤❤❤ https://t.co/Yz2wp6KcT1,Mummy 🌟 of 🌟 7 🌟 Kids,Mummy_of_7_Kids,"North West, England "
100,1.27386E+18,2022-03-01T18:25:22.000Z,1.27386E+18,@VodafoneUK Just 53 quid a month 🤣🤣🤣🤣,D.R.Evans,postiedav7,"Rotherham, England"
101,350415592,2022-03-01T18:24:35.000Z,350415592,@VodafoneUK #VodafoneTreats I always smile when I see my girls having fun. https://t.co/xWsjsKgJML,Louisa,LuckyLondonLou,London
102,43350645,2022-03-01T18:11:28.000Z,43350645,@VodafoneUK We enjoyed spotting these huge snowdrops in the spring sunshine! https://t.co/vSDRsQ9idM,Ruth Mason,PenguinMason,"Hitchin, England"
103,3225483490,2022-03-01T18:10:59.000Z,3225483490,"@VodafoneUK I have spoken with you guys numerous times, hours on the phone and nothing ever changes",ed francis,pompeyhedge,"Nork Rise, UK"
104,22695321,2022-03-01T18:09:42.000Z,22695321,@VodafoneUK #VodafoneTreats #phonetography I love exploring London you always find something new each time you go https://t.co/cXjIiqv4LP,Dawn Williams ,Twilight71,Liverpool UK
105,1.30266E+18,2022-03-01T18:06:23.000Z,1.30266E+18,@VodafoneUK Walking carrying my boy close is always a precious time❤️ #VodafoneTreats https://t.co/hAtj1dVdIj,Andrew Guerin,ALG__92,"Wales, United Kingdom"
106,9.02123E+17,2022-03-01T18:02:51.000Z,9.02123E+17,"@leeconnor4 @VodafoneUK They’re just not very bright Lee. I wouldn’t mind if the service was of average standard, but to be honest like all UK network, they’re reliant on bot products because they hate to be told verbally they’re rubbish by their customers.",www.amarmajid.com,amarmajidphotos,"West Midlands, England"
107,9.02123E+17,2022-03-01T18:01:32.000Z,9.02123E+17,@VodafoneUK Lisa Marie you’ve assumed - again by pure ignorance - that I want to cancel within a 14 day cooling off period. I am within contract and I wish to cancel paying off what I owe. So I’ll ask again the same question please.,www.amarmajid.com,amarmajidphotos,"West Midlands, England"
108,1413208136,2022-03-01T18:01:01.000Z,1413208136,"@VodafoneUK how to get my self number to be registered on the app. I am trying to apply week order number, but it's seems to be invalid?",Nads Ahmed,nad_ahmed79,"North West, England"
109,31071343,2022-03-01T17:45:15.000Z,31071343,@VodafoneUK Daffodils at the National Botanic Garden of Wales make me happy *** Happy St David's Day! Dydd Gŵyl Dewi Hapus! https://t.co/H1Fi3ULac1,Mark Campion,MarkkCampion,Swansea
110,3225483490,2022-03-01T17:37:07.000Z,3225483490,@VodafoneUK over a year of this. Used to be 30mbps. Joke. #trafficmanagement #throttling #lies #nothingdone #dontstayconnected https://t.co/Qyb4w9lYBN,ed francis,pompeyhedge,"Nork Rise, UK"
111,9.37233E+17,2022-03-01T17:32:03.000Z,9.37233E+17,"@VodafoneUK A spring walk several years ago near where I used to live, with a little camera magic. https://t.co/16uU07YpuV",Alice's dad 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇺🇦,BarryJohnWilli3,"Wales, United Kingdom"
112,24273335,2022-03-01T17:29:08.000Z,24273335,@VodafoneUK There's snow in Spring if you live in the Highlands. Photo I took in Spring 2020 💙 #VodafoneTreats https://t.co/hXQcekqz0g,GothGirlGoneWild,gothgirlgone,
113,140739293,2022-03-01T17:27:03.000Z,140739293,"@VodafoneUK #VodafoneTreats so nice to get out into the fresh, bright spring air. https://t.co/sE6aTsjRGV",77KLS,77kls,Gloucester
114,89907948,2022-03-01T17:24:11.000Z,89907948,@VodafoneUK Took a group of children to #Stanhopebothy in the Scottish Borders and they were awesome! A great weekend with a lovely group of kids! https://t.co/OPeQISI4gZ,Iain Tinkler,Iain_Tinkler,Edinburgh
115,30315110,2022-03-01T17:23:13.000Z,30315110,@VodafoneUK Spring adventure! Longer days and sunshine does it for me!! https://t.co/KzHjNR1pjI,natalie zindani,nat_zin85,Edinburgh 
116,3431435331,2022-03-01T17:21:15.000Z,3431435331,@VodafoneUK Spring hols in The Lakes last year. Husband of somewhere ….. no idea where. He’s still there 🤣 https://t.co/fOn1q0licV,Darren,Darrenjs68,"South West, England"
117,223664202,2022-03-01T17:20:13.000Z,223664202,@VodafoneUK Can't beat a hike with the family. Or the way my daughter looks at her mom. Happy day for all #VodafoneTreats https://t.co/rwtJ96WLQx,Dan Burns,DanBurns91,"Wednesbury, West Midlands"
118,1710302744,2022-03-01T17:19:45.000Z,1710302744,@VodafoneUK this puts a spring in my step as its hastings and i go there to visit my son https://t.co/rkHaW5BLF3,Kris Conway,krisc334,in the mind 
119,394938553,2022-03-01T17:16:33.000Z,394938553,"@VodafoneUK #VodafoneTreats we went for a walk near our home and came across a sunflower field, a little bit of brightness amongst the chaos last year! https://t.co/assZUBxQPi",Claire,Claire89Hall,midlands uk
120,7.10814E+17,2022-03-01T17:14:25.000Z,7.10814E+17,@VodafoneUK #VodafoneTreats,Mark powner,Markpowner2,
